21/09/2022 08:26:41	INFO	2032321	LOGD	Início das operações do logd	15B34B39E17C2E84
21/09/2022 08:26:41	INFO	2032321	LOGD	Urna ligada em 21/09/2022 às 08:26:10	A6E6675015EE4541
21/09/2022 08:26:41	INFO	2032321	SCUE	Iniciando aplicação - Oficial - 1º turno	A693F9C015ED30DA
21/09/2022 08:26:41	INFO	2032321	SCUE	Versão da aplicação: 8.26.0.0 - Onça-pintada	DD640529A30E5663
21/09/2022 08:26:43	INFO	2032321	SCUE	Urna operando com rede elétrica	7D835D377CDB1E21
21/09/2022 08:26:43	INFO	2032321	SCUE	Bateria interna com carga plena	D712592966AC0391
21/09/2022 08:26:49	INFO	2032321	SCUE	Tamanho da mídia interna: 3.7 GB	4BBC175242F2A1D0
21/09/2022 08:26:52	INFO	2032321	SCUE	Tamanho da memória: 829.0 MB	34BFD433EC7F0A2D
21/09/2022 08:26:52	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [1] - [/bin/avbin.vst] - [SUCESSO]	E8E7BFCC7A2A6532
21/09/2022 08:26:52	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [2] - [/uenux/bin/avusrbin.vst] - [SUCESSO]	3DF2A927E89161F2
21/09/2022 08:26:53	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [3] - [/uenux/lib/avusrlib.vst] - [SUCESSO]	1B1203414DAE5982
21/09/2022 08:26:53	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [4] - [/uenux/lib/avusrlibue2020.vst] - [SUCESSO]	8ED399C95AA46E5F
21/09/2022 08:26:53	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [5] - [/boot/boot/avboot.vst] - [SUCESSO]	869C744319050687
21/09/2022 08:26:53	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [6] - [/boot/boot/avbootcfg.vst] - [SUCESSO]	A4ACB1778310BA00
21/09/2022 08:26:53	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [7] - [/etc/avetc.vst] - [SUCESSO]	9791D6372CAA85F9
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [8] - [/lib/avlib.vst] - [SUCESSO]	EE2CA721026AAE4C
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [9] - [/lib/modules/avmod.vst] - [SUCESSO]	EF3764C66DB49B74
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [10] - [/lib/modules/ue2020/avmodue2020.vst] - [SUCESSO]	723C8451AA2AE8A5
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [11] - [/lib/plugins/generic/avlibqtgeneric.vst] - [SUCESSO]	6DB8FFCE4C5B3330
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [12] - [/lib/plugins/imageformats/avlibqtimageformats.vst] - [SUCESSO]	A835F492BB8A8A7E
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [13] - [/lib/plugins/platforms/avlibqtplatforms.vst] - [SUCESSO]	8B987427A9428DCF
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [14] - [/uenux/lib/avusrlibue2013.vst] - [SUCESSO]	40800563CB19E21E
21/09/2022 08:26:54	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [15] - [/uenux/lib/avusrlibue2006.vst] - [SUCESSO]	84BFABFC3A970361
21/09/2022 08:26:55	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [16] - [/uenux/lib/avusrlib.vst] - [SUCESSO]	328F7AE5E5480970
21/09/2022 08:26:55	INFO	2032321	SCUE	Verificação de assinatura de aplicação por etapa [17] - [/uenux/lib/avusrlibue2009.vst] - [SUCESSO]	D2C59D7C8ADE0D13
